food_id	food_name	Protein	Lipid	Carbohydrate	Energy
36633	Restaurant, Chinese, sesame chicken	14.33	14.25	26.88	293
3867	Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder	12.5	25.6	55.6	503
12061	Nuts, almonds	21.15	49.93	21.55	579
12063	Nuts, almonds, dry roasted, without salt added	20.96	52.54	21.01	598
12071	Nuts, almond paste	9.0	27.74	47.81	458
12078	Nuts, brazilnuts, dried, unblanched	14.32	67.1	11.74	659
12085	Nuts, cashew nuts, dry roasted, without salt added	15.31	46.35	32.69	574
12104	Nuts, coconut meat, raw	3.33	33.49	15.23	354
12109	Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged	3.13	27.99	51.85	456
12116	Nuts, coconut cream, canned, sweetened	1.17	16.31	53.21	357
12117	Nuts, coconut milk, raw (liquid expressed from grated meat and water)	2.29	23.84	5.54	230
12120	Nuts, hazelnuts or filberts	14.95	60.75	16.7	628
3935	Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA	1.8	3.63	6.77	67
3943	Infant formula, MEAD JOHNSON, ENFAMIL, AR, powder, with ARA and DHA	12.4	25.0	57.4	504
3944	Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA	1.92	3.77	6.94	69
3948	Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA	11.13	28.14	55.67	520
3950	Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted	10.89	28.87	54.73	522
12142	Nuts, pecans	9.17	71.97	13.86	691
3954	Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted	12.6	28.09	53.57	517
3955	Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, ready-to-feed, with ARA and DHA	2.0	3.8	7.4	71
12147	Nuts, pine nuts, dried	13.69	68.37	13.08	673
12152	Nuts, pistachio nuts, dry roasted, without salt added	21.05	45.82	28.28	572
12155	Nuts, walnuts, english	15.23	65.21	13.71	654
3964	Babyfood, fortified cereal bar, fruit filling	5.43	5.3	68.63	344
3967	Toddler formula, MEAD JOHNSON, ENFAGROW, PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), powder	13.0	26.9	56.0	501
12166	Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)	17.0	53.76	21.19	595
12167	Nuts, chestnuts, european, roasted	3.17	2.2	52.96	245
3980	Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, powder	11.8	27.0	56.0	514
3986	Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Newborn, ready-to-feed	1.38	3.48	7.39	66
3992	Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA	1.76	3.6	6.67	66
3996	Babyfood, Multigrain whole grain cereal, dry fortified	6.67	6.67	80.06	407
3997	Babyfood, Baby MUM MUM Rice Biscuits	12.5	0.87	83.21	391
3998	Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack	0.0	28.57	61.59	503
3999	Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA	11.0	27.75	55.0	514
4001	Fat, beef tallow	0.0	100.0	0.0	902
4002	Lard	0.0	100.0	0.0	902
12201	Seeds, sesame seed kernels, dried (decorticated)	20.45	61.21	11.73	631
4013	Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing	0.2	0.0	15.8	64
4015	Salad dressing, russian dressing	0.69	26.18	31.9	355
4016	Salad dressing, sesame seed dressing, regular	3.1	45.2	8.6	443
4017	Salad dressing, thousand island, commercial, regular	1.09	35.06	14.64	379
4018	Salad dressing, mayonnaise type, regular, with salt	0.65	21.6	14.78	250
4020	Salad dressing, french dressing, reduced fat	0.58	11.52	31.22	222
4021	Salad dressing, italian dressing, commercial, reduced fat	0.39	6.68	9.99	102
4022	Salad dressing, russian dressing, low calorie	0.5	4.0	27.6	141
4023	Salad dressing, thousand island dressing, reduced fat	0.83	11.32	24.06	195
4025	Salad dressing, mayonnaise, regular	0.96	74.85	0.57	680
4027	Salad dressing, mayonnaise, imitation, soybean	0.3	19.2	16.0	232
12220	Seeds, flaxseed	18.29	42.16	28.88	534
4030	Sandwich spread, with chopped pickle, regular, unspecified oils	0.9	34.0	22.4	389
4038	Oil, wheat germ	0.0	100.0	0.0	884
20422	Cornmeal, degermed, unenriched, yellow	7.11	1.75	79.45	370
4042	Oil, peanut	0.0	100.0	0.0	900
4044	Oil, soybean	0.0	100.0	0.0	900
4047	Oil, coconut	0.0	99.1	0.84	895
4058	Oil, sesame, salad or cooking	0.0	100.0	0.0	884
4063	Oil, olive, extra virgin	0.0	100.0	0.0	900
20481	Flour, wheat, all-purpose, unenriched, unbleached	12.0	1.7	74.6	362
4114	Salad dressing, italian dressing, commercial, regular	0.41	21.12	12.12	240
4120	Salad dressing, french dressing, commercial, regular	0.87	39.07	18.79	419
4128	Margarine,spread, 35-39% fat, tub	0.23	37.98	1.52	349
4135	Salad dressing, home recipe, vinegar and oil	0.0	50.1	2.5	449
20657	Pasta, gluten-free, corn and rice flour, cooked	3.2	1.0	38.05	179
4367	Salad dressing, french dressing, fat-free	0.2	0.27	32.14	132
12588	Nuts, cashew butter, plain, with salt added	12.12	53.03	30.3	609
12632	Nuts, macadamia nuts, dry roasted, with salt added	7.79	76.08	12.83	716
4502	Oil, cottonseed, salad or cooking	0.0	100.0	0.0	884
12695	Nuts, almond butter, plain, with salt added	20.96	55.5	18.82	614
4506	Oil, sunflower, linoleic, (approx. 65%)	0.0	100.0	0.0	884
4511	Oil, safflower	0.0	100.0	0.0	900
4518	Oil, corn	0.0	100.0	0.0	900
4528	Oil, walnut	0.0	100.0	0.0	884
4529	Oil, almond	0.0	100.0	0.0	884
4539	Salad dressing, blue or roquefort cheese dressing, commercial, regular	1.37	51.1	4.77	484
4542	Fat, chicken	0.0	99.8	0.0	900
4554	Shortening industrial, soybean (hydrogenated) and cottonseed	0.0	100.0	0.0	884
4575	Fat, turkey	0.0	99.8	0.0	900
4582	Oil, canola	0.0	100.0	0.0	900
4601	Butter, light, stick, with salt	3.3	55.1	0.0	499
4609	Animal fat, bacon grease	0.0	99.5	0.0	897
4610	Margarine, regular, 80% fat, composite, stick, with salt	0.16	80.71	0.7	717
4613	Margarine-like, vegetable oil spread, 60% fat, tub, with salt	0.17	59.81	0.86	533
4615	Shortening, vegetable, household, composite	0.0	99.97	0.0	884
4617	Margarine, regular, 80% fat, composite, stick, without salt	0.16	80.71	0.7	717
4635	Salad dressing, thousand island dressing, fat-free	0.55	1.45	29.27	132
4636	Salad dressing, italian dressing, fat-free	0.97	0.87	8.75	47
4639	Salad dressing, ranch dressing, regular	1.32	44.54	5.9	430
21024	Fast foods, french toast sticks	6.0	17.74	41.21	340
4641	Salad dressing, mayonnaise, light	0.37	22.22	9.23	238
21026	Fast foods, potatoes, hash browns, round pieces or patty	2.58	17.04	28.88	272
4659	Oil, industrial, coconut, confection fat, typical basis for ice cream coatings	0.0	100.0	0.0	884
4679	Oil, PAM cooking spray, original	0.26	78.69	20.69	792
4686	Salad dressing, honey mustard dressing, reduced calorie	0.98	10.0	28.26	207
4690	Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D	0.51	37.77	0.66	339
4691	Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D	0.16	80.71	0.7	717
4694	Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D	0.17	59.81	0.86	533
4698	Oil, industrial, canola, high oleic	0.0	100.0	0.0	900
4699	Oil, industrial, soy, low linolenic	0.0	100.0	0.0	900
4700	Oil, industrial, soy, ultra low linolenic	0.0	100.0	0.0	884
4701	Oil, industrial, soy, fully hydrogenated	0.0	100.0	0.0	884
4703	Salad dressing, honey mustard, regular	0.87	40.83	23.33	464
4704	Salad dressing, poppyseed, creamy	0.92	33.33	23.73	399
4705	Salad dressing, caesar, fat-free	1.47	0.23	30.73	131
4706	Dressing, honey mustard, fat-free	1.07	1.47	38.43	169
21090	Fast foods, cheeseburger; single, regular patty, with condiments	13.49	12.9	25.46	270
4708	Mayonnaise, reduced fat, with olive oil	0.37	40.0	0.0	361
4709	Salad dressing, mayonnaise-type, light	0.65	10.0	16.4	158
21108	Fast foods, hamburger; single, regular patty; with condiments	13.3	10.18	29.57	263
21129	Fast foods, hush puppies	6.16	13.25	40.21	296
21130	Fast foods, onion rings, breaded and fried	3.86	25.23	43.58	411
21138	Fast foods, potato, french fried in vegetable oil	3.43	14.73	41.44	312
21139	Fast foods, potato, mashed	1.65	2.82	14.65	89
21142	Fast food, biscuit	7.08	18.92	42.82	370
21202	Fast foods, hamburger, large, single patty, with condiments	15.68	11.6	22.14	256
13020	Beef, retail cuts, separable fat, cooked	10.65	70.33	0.0	680
21224	Pizza, cheese topping, regular crust, frozen, cooked	10.36	12.28	29.02	268
21225	Pizza, cheese topping, rising crust, frozen, cooked	12.37	8.78	32.91	260
21226	Pizza, meat and vegetable topping, regular crust, frozen, cooked	11.28	14.43	25.14	276
21227	Pizza, meat and vegetable topping, rising crust, frozen, cooked	12.63	11.75	28.78	271
21229	Fast foods, chicken, breaded and fried, boneless pieces, plain	15.92	20.36	14.93	307
13068	"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw"	21.72	6.29	0.0	149
13069	"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised"	28.02	13.0	0.0	237
21299	"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust"	11.39	9.69	33.33	266
21300	"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust"	10.81	10.54	33.17	271
21301	"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust"	12.85	13.95	31.2	302
21302	"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust"	11.74	11.91	31.98	282
21303	"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust"	11.49	12.58	31.84	287
21304	"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust"	11.02	10.9	25.38	244
5000	Chicken, broiler, rotisserie, BBQ, breast, meat only	28.04	3.57	0.0	144
21390	Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise	11.34	12.37	17.33	226
21395	Fast foods, cheeseburger; double, regular patty; with condiments	16.24	16.18	17.97	282
21397	Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise	13.69	15.8	17.73	268
21398	Fast foods, cheeseburger; single, large patty; with condiments	15.21	14.4	19.72	269
5015	Chicken, broilers or fryers, skin only, raw	13.33	32.35	0.0	349
21400	Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce	11.94	14.1	21.53	261
21401	Fast foods, chicken tenders	19.22	13.95	17.25	271
5018	Chicken, broilers or fryers, skin only, cooked, roasted	20.36	40.68	0.0	454
5022	Chicken, broilers or fryers, giblets, cooked, simmered	27.15	4.5	0.0	157
5024	Chicken, gizzard, all classes, cooked, simmered	30.39	2.68	0.0	154
5027	Chicken, liver, all classes, raw	16.92	4.83	0.73	119
5028	Chicken, liver, all classes, cooked, simmered	24.46	6.51	0.87	167
21412	Light Ice Cream, soft serve, blended with milk chocolate candies	4.02	6.46	26.82	182
21413	Light Ice Cream, soft serve, blended with cookie pieces	3.97	5.66	25.55	169
5051	Chicken, broilers or fryers, back, meat and skin, cooked, roasted	25.95	20.97	0.0	300
5062	Chicken, broiler or fryers, breast, skinless, boneless, meat only, raw	22.5	2.62	0.0	120
5069	Chicken, broilers or fryers, drumstick, meat and skin, cooked, roasted	23.35	10.15	0.0	191
5073	Chicken, broilers or fryers, dark meat, drumstick, meat only, cooked, roasted	24.24	5.7	0.0	155
21463	Yogurt parfait, lowfat, with fruit and granola	3.36	1.01	15.86	84
21464	Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed	27.93	4.54	0.0	153
21465	Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed	26.24	7.41	0.0	172
21466	Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed	23.21	9.41	0.24	178
21469	Fast Foods, Fried Chicken, Breast, meat and skin and breading	23.51	12.44	6.03	230
21470	Fast Foods, Fried Chicken, Drumstick, meat and skin with breading	21.13	16.92	7.59	267
5087	Chicken, broilers or fryers, neck, meat and skin, cooked simmered	19.61	18.1	0.0	247
21471	Fast Foods, Fried Chicken, Thigh, meat and skin and breading	19.23	18.07	8.68	274
21472	Fast Foods, Fried Chicken, Wing, meat and skin and breading	21.14	20.09	11.19	310
5091	Chicken, broilers or fryers, thigh, meat and skin, raw	16.52	16.61	0.25	221
13285	"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"	30.54	10.46	0.0	216
5094	Chicken, broilers or fryers, thigh, meat and skin, cooked, roasted	23.26	14.71	0.0	232
5098	Chicken, broilers or fryers, thigh, meat only, cooked, roasted	24.76	8.15	0.0	179
21482	"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust"	11.06	12.94	30.36	282
21483	"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust"	13.36	17.71	27.0	321
21484	"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust"	11.5	12.35	30.62	280
21485	"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust"	14.01	17.61	29.0	331
5103	Chicken, broilers or fryers, wing, meat and skin, cooked, roasted	23.79	16.87	0.0	254
5104	Chicken, broilers or fryers, wing, meat and skin, cooked, stewed	22.78	16.82	0.0	249
21505	Pizza, cheese topping, thin crust, frozen, cooked	11.91	11.07	28.8	263
13317	Beef, ground, patties, frozen, cooked, broiled	23.05	21.83	0.0	295
21511	"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust"	12.23	11.63	30.0	274
13320	Beef, variety meats and by-products, brain, cooked, simmered	11.67	10.53	1.48	151
13322	Beef, variety meats and by-products, heart, cooked, simmered	28.48	4.73	0.15	165
13324	Beef, variety meats and by-products, kidneys, cooked, simmered	27.27	4.65	0.0	158
13326	Beef, variety meats and by-products, liver, cooked, braised	29.08	5.26	5.13	191
13327	Beef, variety meats and by-products, liver, cooked, pan-fried	26.52	4.68	5.16	175
21520	Fast foods, breadstick, soft, prepared with garlic and parmesan cheese	12.2	12.88	44.48	343
21521	Fast foods, strawberry banana smoothie made with ice and low-fat yogurt	0.86	0.14	15.05	65
5140	Duck, domesticated, meat and skin, cooked, roasted	18.99	28.35	0.0	337
5142	Duck, domesticated, meat only, cooked, roasted	23.48	11.2	0.0	201
5147	Goose, domesticated, meat and skin, cooked, roasted	25.16	21.92	0.0	305
13340	Beef, variety meats and by-products, tongue, cooked, simmered	19.29	22.3	0.0	284
13341	Beef, variety meats and by-products, tripe, raw	12.07	3.69	0.0	85
13345	Beef, cured, breakfast strips, cooked	31.3	34.4	1.4	449
13347	Beef, cured, corned beef, brisket, cooked	18.17	18.98	0.47	251
13348	Beef, cured, corned beef, canned	27.1	14.93	0.0	250
13350	Beef, cured, dried	31.1	1.94	2.76	153
13355	Beef, cured, pastrami	21.8	5.82	0.36	147
5165	Turkey, whole, meat and skin, raw	21.64	5.64	0.14	144
5166	Turkey, whole, meat and skin, cooked, roasted	28.55	7.39	0.06	189
5167	Turkey, whole, meat only, raw	22.64	1.93	0.14	115
5168	Turkey, whole, meat only, cooked, roasted	29.06	3.84	0.0	159
13364	"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked"	29.9	8.37	0.0	203
13367	"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"	26.79	19.52	0.0	291
13368	"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"	29.75	10.08	0.0	218
5180	Turkey, whole, neck, meat only, cooked, simmered	22.48	7.36	0.0	162
5182	Turkey, whole, light meat, meat and skin, cooked, roasted	29.55	5.57	0.05	177
5184	Turkey, whole, dark meat, meat and skin, cooked, roasted	27.27	9.95	0.07	206
5186	Turkey, all classes, light meat, cooked, roasted	30.13	2.08	0.0	147
5188	Turkey, whole, dark meat, cooked, roasted	27.71	6.04	0.0	173
13382	"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"	31.06	13.3	0.0	253
5194	Turkey, all classes, leg, meat and skin, cooked, roasted	27.87	9.82	0.0	208
5196	Turkey, all classes, wing, meat and skin, cooked, roasted	27.38	12.43	0.0	229
21600	School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked	12.72	7.91	31.31	247
21601	School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked	14.62	9.27	28.08	254
21602	School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked	12.78	8.62	31.24	254
21603	School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked	14.35	9.82	28.3	259
5220	Turkey, whole, breast, meat only, cooked, roasted	30.13	2.08	0.0	147
21604	School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked	12.63	7.83	32.24	250
21605	School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked	13.26	9.07	30.58	257
21610	School Lunch, chicken patty, whole grain breaded	17.64	13.93	12.5	246
21611	School Lunch, chicken nuggets, whole grain breaded	15.67	12.9	22.86	270
5228	Turkey, whole, wing, meat only, cooked, roasted	30.13	2.08	0.0	147
13442	"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"	30.7	8.32	0.0	198
13465	"Beef, short loin, porterhouse steak, separable lean only,  trimmed to 1/8"" fat, all grades, cooked, grilled"	28.16	10.32	0.0	213
9194	Olives, ripe, canned (jumbo-super colossal)	0.97	6.87	5.61	81
9195	Olives, pickled, canned or bottled, green	1.03	15.32	3.84	145
5306	Turkey, Ground, cooked	27.37	10.4	0.0	203
5308	Chicken, cornish game hens, meat and skin, cooked, roasted	22.27	18.21	0.0	259
5310	Chicken, cornish game hens, meat only, cooked, roasted	23.3	3.87	0.0	134
5311	Chicken, canned, no broth	25.3	8.1	0.9	185
5314	Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw	20.32	3.0	0.0	108
5319	Chicken, broiler, rotisserie, BBQ, drumstick, meat only	27.71	6.76	0.0	172
5324	Chicken patty, frozen, cooked	14.85	19.58	12.84	287
5334	Chicken, broiler, rotisserie, BBQ, thigh, meat only	24.09	10.74	0.0	193
5335	Chicken, feet, boiled	19.4	14.6	0.2	215
5358	Chicken, broiler, rotisserie, BBQ, breast, meat and skin	26.37	7.67	0.09	175
5359	Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin	25.65	11.46	0.12	206
5361	Chicken, broiler, rotisserie, BBQ, thigh, meat and skin	22.51	15.08	0.12	226
5362	Chicken, broiler, rotisserie, BBQ, wing, meat and skin	23.42	18.04	0.6	257
9207	Orange juice, canned, unsweetened	0.68	0.15	11.01	47
22247	Macaroni and Cheese, canned entree	3.38	2.46	11.52	82
13796	"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked"	26.11	16.59	0.0	259
13814	"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised"	30.05	18.5	0.0	295
13816	"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"	26.78	25.12	0.0	341
5642	Ostrich, ground, cooked, pan-broiled	26.15	7.07	0.0	175
13840	"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted"	23.01	28.51	0.0	355
13851	"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"	25.85	20.04	0.0	291
5666	Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles	27.1	11.6	0.0	213
5671	Chicken, broilers or fryers, drumstick, meat only, cooked, braised	23.9	5.95	0.0	149
5672	Chicken, broilers or fryers, dark meat, thigh, meat only, cooked, braised	24.55	8.63	0.0	176
13864	"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw"	20.56	11.92	0.0	195
13865	"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"	27.54	12.98	0.0	235
5676	Chicken, broilers or fryers, dark meat, drumstick, meat and skin, cooked, braised	22.72	10.73	0.0	187
5677	Chicken, broilers or fryers, dark meat, thigh, meat and skin, cooked, braised	22.57	15.43	0.0	229
13886	"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted"	27.27	12.34	0.0	228
5695	Turkey, dark meat, meat only, with added solution, cooked, roasted	26.1	6.0	0.0	158
5697	Turkey from whole, light meat, meat only, with added solution, cooked, roasted	26.97	2.08	0.0	127
5699	Turkey, skin from whole, (light and dark), with added solution, roasted	22.15	40.31	0.0	451
13892	"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"	34.34	10.13	0.0	238
5701	Turkey, dark meat from whole, meat and skin, with added solution, cooked, roasted	25.55	10.81	0.0	199
13893	"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"	30.67	9.0	0.0	204
5703	Turkey from whole, light meat, meat and skin, with added solution, cooked, roasted	26.52	5.64	0.0	157
5705	Turkey, whole, meat only, with added solution, roasted	26.61	3.7	0.0	140
5707	Turkey, whole, meat and skin, with added solution, roasted	26.09	8.01	0.0	176
13910	"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled"	26.44	16.78	0.0	264
5725	Turkey, drumstick, from whole bird, meat only, with added solution, roasted	26.1	6.0	0.0	158
5727	Turkey, retail parts, breast, meat and skin, with added solution, raw	20.79	6.75	0.03	144
5728	Turkey, thigh, from whole bird, meat only, with added solution, roasted	26.1	6.0	0.0	158
5730	Turkey, wing, from whole bird, meat only, with added solution, roasted	26.97	2.08	0.0	127
13928	"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted"	24.04	26.67	0.0	343
5739	Turkey, drumstick, from whole bird, meat only, roasted	30.13	2.08	0.0	139
5741	Turkey, thigh, from whole bird, meat only, roasted	27.71	6.04	0.0	165
5743	Turkey, retail parts, thigh, meat and skin, cooked, roasted	23.95	9.5	0.41	183
5745	Turkey, back, from whole bird, meat and skin, with added solution, roasted	25.8	11.36	0.0	205
5746	Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised	32.1	3.24	0.0	158
13959	"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"	29.96	4.28	0.0	167
14003	Alcoholic beverage, beer, regular, all	0.46	0.0	3.55	43
14006	Alcoholic beverage, beer, light	0.24	0.0	1.64	29
14013	Alcoholic beverage, beer, light, low carb	0.17	0.0	0.73	27
14021	Beverages,  Energy drink, Citrus	0.0	0.0	11.27	45
14022	Beverages, MONSTER energy drink, low carb	0.0	0.0	1.38	5
14026	Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12	0.0	0.0	1.03	4
14028	Beverages, Whiskey sour mix, bottled	0.1	0.1	21.4	87
14030	Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12	0.0	0.0	11.25	44
14033	Beverages, ABBOTT, EAS whey protein powder	66.67	5.13	17.95	385
14034	Alcoholic beverage, creme de menthe, 72 proof	0.0	0.3	41.6	371
14035	Beverages, ABBOTT, EAS soy protein powder	47.62	3.57	43.94	405
14036	Beverages, CYTOSPORT, Muscle Milk, ready-to-drink	5.87	2.17	2.28	52
14037	Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof	0.0	0.0	0.0	231
14038	Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink	0.0	0.0	3.75	15
14041	Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink	5.38	5.38	17.29	138
14044	Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan	6.59	3.38	0.85	61
14045	Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan	3.32	1.93	7.74	57
14047	Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan	8.13	13.34	73.92	448
14050	Alcoholic beverage, distilled, rum, 80 proof	0.0	0.0	0.0	231
14055	Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,	27.87	13.46	50.0	433
14056	Beverages, Acai berry drink, fortified	0.83	0.83	12.83	62
14057	Alcoholic beverage, wine, dessert, sweet	0.2	0.0	13.69	160
14058	Beverages, Whey protein powder isolate	58.14	1.16	29.07	359
14059	Beverages, KELLOGG'S, SPECIAL K Protein Shake	3.2	1.6	9.2	64
14060	Beverages, Energy Drink with carbonated water and high fructose corn syrup	0.42	0.0	15.0	62
14061	Beverages, Energy Drink, sugar free	0.42	0.0	0.42	4
14062	Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink	3.8	2.53	16.88	105
14063	Beverages, chocolate powder, no sugar added	9.09	4.5	68.31	350
14064	Beverages, Orange juice, light, No pulp	0.21	0.0	5.42	21
14065	Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch	0.0	0.0	12.5	45
14066	Beverages, Protein powder whey based	78.13	1.56	6.25	352
14067	Beverages, Protein powder soy based	55.56	5.56	28.89	388
14068	Beverages, KELLOGG'S SPECIAL K20 protein powder	35.2	0.6	58.4	380
14079	Beverages, yellow green colored citrus soft drink with caffeine	0.0	0.0	12.83	49
14084	Alcoholic beverage, wine, table, all	0.07	0.0	2.72	83
14090	Beverages, Coconut water, ready-to-drink, unsweetened	0.22	0.0	4.24	18
14091	Almond milk, unsweetened, plain, shelf stable	0.55	1.22	0.34	15
14093	Beverages, The COCA-COLA company, Glaceau Vitamin Water, Revive Fruit Punch, fortified	0.0	0.0	0.0	0
14096	Alcoholic beverage, wine, table, red	0.07	0.0	2.61	85
907028	REDUCED SODIUM: Ham, sliced, pre-packaged, deli meat (96%fat free, water added)	16.7	3.73	0.27	101
14106	Alcoholic beverage, wine, table, white	0.07	0.0	2.6	82
14203	Beverages, coffee, instant, regular, half the caffeine	14.42	0.5	73.18	352
907043	REDUCED SODIUM: Roast beef, deli style, prepackaged, sliced	18.62	3.69	0.64	115
14119	Beverages, Mixed vegetable and fruit juice drink, with added nutrients	0.04	0.01	7.47	29
14204	Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener	9.0	13.21	71.4	440
14121	Beverages, carbonated, club soda	0.0	0.0	0.0	0
907057	REDUCED SODIUM: Pepperoni, beef and pork, sliced	19.25	46.28	1.18	504
14130	Carbonated beverage, cream soda	0.0	0.0	13.3	51
14136	Beverages, carbonated, ginger ale	0.0	0.0	8.76	34
14143	Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine	0.1	0.0	0.0	0
907072	REDUCED SODIUM: Salami, dry or hard, pork, beef	21.07	31.65	0.72	378
14145	Beverages, carbonated, SPRITE, lemon-lime, without caffeine	0.05	0.02	10.14	40
14146	Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine	0.12	0.0	0.12	1
14147	Beverages, carbonated, cola, without caffeine	0.0	0.0	10.58	41
14148	Beverages, carbonated, cola, regular	0.0	0.25	10.36	42
14149	Beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners	0.0	0.0	5.16	20
